id	screen_name	statuses_count	favourites_count	followers_count	friends_count	name	description
2234841079	aladut	161	28	62	321	Burcu İlkay Karaman	Dilbilimci, Akademisyen, Doğasever, Gezgin
2901812725	DickBillWagner	30	0	2	137	RWWagner	
438134330	KayTayKilla	1874	157	180	252	Katie Smith	Cleverness, sarcasm, and bad puns. Because I'm not known for my charm.
2996303884	pitbulllovers_	0	0	0	11	Pitbull Lovers	dm photos of your lovey pitbulls. don't bully my breed. pitbull lovers/owners. enjoy!
2992679957	BeverlyTanFilm	10	0	12	225	Beverly Tan	Filmmaker. Writer. Poet. Photographer. Cat Lover. Fashion Enthusiast. Lipstick on coffee cups. I smile at everyone and chase dreams.
2994966655	sara_hasnat	0	0	5	40	sara 	
2992805166	nicnicnu	8	12	18	118	NYS	Badassery
1954547942	M43054	90	37	73	299	stacie m monaghan	
2996266979	DoubiSaraBB	0	0	2	61	YINGFENG XU	
389039468	zmath21	1530	287	266	254	Zach Mathers	duke university
1356697220	laufergusons	1797	899	173	197	♑	Comunicación, Fotografía, Media, Radio, Lírica. Soñando despierta y creando hasta en sueños! Aprendiz y emprendedora #EscribiendoMicrocuentos
2996303650	biancabblack	0	0	3	60	Bianca Goyette	
2992719798	V_91510	50	47	212	475	Seth_Kanee	| Acting is my DREAM | Actor in Progress | #actingismypassion | Please follow me | #teamfollow&followback.
574615071	EZisko	242	1045	190	219	Emily Zisko	I have shitty tweets
2996301460	lesbride	1	0	5	60	LES BRIDENSTINE	
2996264951	JessalynnP	0	0	3	40	Jessalynn Pierce	
240808897	maijella	0	0	1	48	maijella walsh	
2446135962	KateBushway	42	160	38	84	Kate Bushway	You! Yes, you, the one reading this. You are beautiful, talented, amazing, and simply the best at being you. Never forget that.
2674591735	My13222	219	2221	211	252	My 	❤Directioner e Swiftie❤ E quando você pensar em desistir, lembre-se dos motivos que te fizeram aguentar até agora
1161486740	connor_murphhyy	9129	8122	541	174	Connor	Stockton '18 | Anything in life worth doing is worth overdoing, moderation's for cowards
2994900672	CLB_1ofakind	0	0	3	93	crystal barnard	
2996232315	hannahxoxo3	0	0	1	40	Hannah Ernst	
706268274	marGO_away	4701	4198	482	393	Margo	ΖΔΣ
2996181809	rauslly_fangirl	13	3	41	413	Just Another Fangirl	A&A+PJ&O+The 1975+Unicorns= Happy me. Food lover. Chocolate is bae. Auslly and Percabeth are just asdfghjkl
588772377	emily_ngan	1513	1897	318	220	Emily Ngan	
2996261615	Scarlett0015	8	1	15	89	Scarlett =)	Nerdfighter. Determined dreamer. Has ambitions to be crazy cat lady if marrying various celebrity crushes proves impossible.
257574668	msposh0123	195	5	31	259	Mrs Julie Humphries	
38113854	mikaylalalynch	31748	19675	615	457	mik	{@nickhaberling is the keeper of my heart}
2994891654	AgbGreer	1	1	1	34	Anna Greer Bagwell	
102083505	thetinytwig	11955	6433	7652	1264	the tiny twig	Inspiring Women to Create Lives of More Passion & Less Fuss. I have 4 boys & love Jesus w/ a full and tender heart. Co-founder of @influencenet
2353199003	emily_learmouth	5	0	88	211	Emily	
2646923159	JamesCordeiro3	5904	1025	122	169	James Cordeiro	But I don't want to go among mad people. Oh, you can't help that. Were all mad here. I'm mad. Your mad.
63923115	dwikiputri	16003	17	333	172	dwiki & putri	Dwiki & Putri.
2996273620	MushiMeow	24	2	71	434	Kayla Mushi	❤️ Heyy I'm a Youtuber, Photographer, Artist, Singer, Dancer and Actress. I love Disney and Art. Love You! xoxo ❤️
874186640	daisyyxxo	10120	29174	517	458	Days	uh huh honeyyy
2996259659	Jet_pulse	0	0	17	77	XxJetpulsexX	
269560604	mrb313	0	3	0	138	meg 	
2996257271	Mkenny241	0	0	2	40	Michael Kenny	
1274643402	La_ninconnue	164	140	24	254	★ No-Name ★	♥ Shai' #EllenPage #Divergent #TFIOS #Hunger Games #EdSheeran #EllieGoulding ♥ My favorites, I love them.
357625473	Jake_Estridge	789	165	64	327	Jake Estridge	It truly is a beautiful game ⚽️
1213238082	MrAdamnation	112	1	17	59	MrAdamnation	hi guys I'm a YouTuber just starting out and would really like a follow and a subscribe to show your support. :D |My YouTube is https://t.co/EGH2F3FBvh
2570161746	sofiavvh21	1438	755	51	111	Sofía Villalobos.	Pies, para que los quiero si tengo alas para volar.
2996256767	editsbyme2	2	0	1	66	✌️❤️✌️	
336365031	JustonianD	636	1677	83	149	Justin Robles	They just hate us cause they anus
309682681	Pulse746	3582	649	178	173	David Pulsifer	Bryant U 2016'
292002170	shawndra_W	17653	9903	431	369	Sнawny j	• Brown hair, blue eyes, short & sassy • Instagram: shawndraw94
2741458247	Meownikova	212	43	81	539	Younique by Katerina	Be BEAUTIFUL. Be YOUNIQUE. check out my page for wonderful, natural, top of the line BEAUTY PRODUCTS! ***HAVE NOT BEEN TESTED ON ANIMALS***
2989580567	LoxyRobinson	5	16	56	21	Loxy Robinson 	
83413176	SiobhanTO	2125	127	243	676	Siobhán Egan	passion for music, film, sports, huge animal advocate & a bit of a techie nerd ... not necessarily in that order! ;-)
2943165740	NAna1146474812	43	26	2	38	NAna	You
633222798	ringhausen03	740	475	270	323	claire ringhausen	
1110474956	Dallin_F	3	6	11	46	Dallin	
251298131	Sabrina_Rayne	6113	3257	381	498	Sabrina Sieg	|| I am nothing without my Lord and Savior Jesus Christ, I find my happy place when I perform, and I am totally in love with Nathan ||
1311735781	Asshlleeeyyy_	14796	5753	789	726	ash	be one with the universe✨//  jay franco ❤ //
484344774	csmith0_	11237	6837	969	834	cameron	'Im not that prince charming every girls looking for, im that mistake that makes them reevaluate their life and im okay with that' -@EGoranflo
2155043279	hannahhhartnett	690	5132	216	246	hannah hartnett	
101147943	DanielSabo10	879	106	66	603	Daniel Sabo	Ventura College Class of 2015. Business Major.
2996355201	WolffCry50	0	0	7	61	LilWolff	
2996426002	bingrunner	0	0	0	39	Dennis Shih	
100673752	loreleivazquez	944	3	34	200	lorena vazquez	Aguante Argentina !!!!♥♡♥
38104174	stay_eazy	2790	565	98	160	Erica Ramos	Life can only take place in the present moment. If we lose the present moment, we lose life. -Buddha
2995050998	202kenneynguyen	0	0	9	184	Kenneynguyen	
2765901699	trinitytemplet2	2733	1526	257	407	Trinity Templeton	I may be a princess at heart, but I have a mind of a bitch.
2996347815	barasheval	0	0	0	84	Luba Tyer	
2996383991	Chi_Vanderwall	1	0	3	50	Chel Sea	love all my båes!
1511339744	jennnnramos	1254	2097	114	102	Jenn	
2793183562	MonserratLara02	64	1169	23	28	Arlleth Longoria	Skrillex I Love Your Music❤. @Skrillex You Are Awesome, Amazing :)❤ México-Tamaulipas
134719339	Desiree_VDT	425	9	136	695	Desiree Carver	Lifestyles Editor for The Valdosta Daily Times (@TheVDT)
2996419762	ixcenia	0	0	0	39	delsis torres	
629607909	kelly_gingrich	12202	8008	142	137	charizard 	breathe more ✌                                        7057915143
1921271562	HaleyEllenM	219	105	58	172	haley	hhs
246246276	mo5tarRafik	1	1	58	762	Mokhtar Rafik Ismail	
401838186	hthomson15	8709	9811	271	234	hannah	pem // farnsworth invention
79509680	Roccox13x	3390	887	76	19	Rocco Puzzo	
766194656	RealPistolPZ	1109	129	222	185	Pete	If you dont like what theyre saying, change the conversation.
2995044722	vicki_siravo	1	0	1	29	Vicki siravo	
778444850	kaleighgilli	10	42	104	139	kaleigh gilliland	
2751063052	hanna_amergian	117	1565	80	55	Hanna Amergian	✨For every dark night theres a brighter day✨
2996344269	carolinesaez223	1	0	3	65	Caroline Saez	kik roxygurlpeace24 instgram roxygurlsweet24
465083506	KirkCorona	5797	1024	204	179	Kirk Corona Light	Even when our eyes are closed, there's a whole world out there that lives outside of ourselves and our dreams. -Edward Elric
2996319537	vintagebaby006	2	1	17	244	Samantha lipking	Austin Doerflein
2247957662	Montalvo_Lexi	469	1281	256	296	lexi montalvo	9/19/2014
300035152	montesteresa	14749	1	157	178	Teresa Montes	
870601183	michaelahorn15	18972	13689	566	460	michaela	my lip gloss & my booty have one thing in common, they both be poppin ✨
2996362162	Aprilbaby002018	4	1	22	246	Brianna Little	
413394244	hakeemzo	850	65	46	324	hakeem	
502048749	kylie_pat	5277	2008	207	157	Kylie Pat	
2939893536	macyshannon11	381	93	50	58	Macy Shannon	be different
158611559	Im_McKayla	4529	304	525	303	McKayla Gastian	Stay Strong
2996409514	HarryTops5	1	0	6	38	Natalie	
1190254986	TheKidTrapstar	6925	6548	840	230	K	
1278214614	meranda_turner	10	11	14	19	Meranda Turner	
2904669358	SQWAAK	27	17	26	197	Andrew	:3
2823887697	hyfrcyndill	44	363	243	58	cyndill	
246547996	tygarwood	6437	3288	359	296	Ty Garwood	❤️ friends are the family you choose ❤️
2996367329	ladyjudyfaye	0	0	4	44	judy carey	
91019148	vanausa	2	0	17	35	nivin eltalkhawi	
2996330883	MjwD30	0	0	3	126	Mary Jane	
2996399434	CwookyMunster	0	0	6	33	Mariah Ponder	
2271781656	kylie_pitt	1175	1254	412	353	Kylie Pitt	
2995056805	alchetro1	0	0	1	45	Amy Troutman	
613871791	skross5750	7	3	10	72	Sarah Carlson	
2994996588	donrc12345	1	0	4	60	Donald Clark	
2996404294	shutterbu2015	0	0	1	40	sharon cox	
2951437524	torresnina15	59	116	47	104	Nina Torres	Want nothing but to succeed in life .
2996354249	snd3ultimate	0	0	4	33	Samuel Dues	
2996331309	Mr_A_Johnson46	1	0	3	47	Aaron Johnson	
213413157	PhilHancock	1269	3358	358	257	Phil Hancock	Worker on the railroad...all the live-long day at #Amtrak. WV-ian. INTJ. *(Ts/RTs my own).
369341304	SonomaChristian	5544	2463	7674	7931	SonomaChristianHome	Faith-based Lifestyle Magazine offering daily #inspiration on #food, #faith & #family, #relationships, #design & wholesome #entertainment.
2994998292	carson_rosie	0	0	5	46	Rosie Carson	
2995035428	spacedad15	2	0	3	61	Spacedad	
166855149	LiveSiouxStrong	1175	2	333	308	Max Markowitz	Video Coach for the St. Johns IceCaps. Formerly w/ UND Fighting Sioux & Finnish National Team. Always learning/watching/reading about hockey.
1643663154	wadebrewer_	4507	1372	371	357	wade brewer	chs freshman
1444817894	B1233Jessie	1086	187	177	661	Jessie bianchi	Hes so tall and handsome as hell
1535179789	dmaloney83	348	349	104	143	daniel p. maloney	The Fake Tom Maloney
2996357207	1Thediamond	2	0	5	198	TheDiamondMineshaft	I play minecraft as a living, I have 500k on YouTube
2995028858	mary_rassam	2	14	42	277	M money 	new twitter
102505016	rachaellis	3528	540	103	267	Rae	
541130585	K_Killaz	518	308	178	339	kala keller	-you okay, patrick? |-FINLAND |Millikin University, B.F.A Musical Theatre major with a minor in Kit Kat consumption
344396968	avoorhees_32	1177	4673	470	349	Allison Voorhees	
165891586	aarchambeau	78	3	37	76	Aaron Archambeau	
445002513	lizzieluvxoxo	266	2072	202	195	Elizabeth Johnston	bitch i feel gooood
2182841268	Fontainius	566	162	174	448	Paul Fontaine	If your dreams don't scare you, they're not big enough.” - Ellen Sirleaf  Scorpio, Son, Brother, Lover & Traveler On The Road Of Self Discovery
2996326665	Katiekins1974	0	0	0	40	Katie Kins	
2995056685	ToniandCompany	1	0	4	40	Toni & Company 	Toni & Co is a unique public relations agency focusing on Blog, Online & Digital publications.|Our mission at T&C is to create real  brand awareness.
2995032464	roshagrawal	2	0	18	550	rohit	
1431900865	KKthatsme81	5274	3320	352	1352	☪Kayla Siren✝	Murder on her mind; but it's herself she's killing
1360421708	nadiaa_26	3759	44091	256	235	Nadia	St. Paul '15         Southern Connecticut '19
465211280	quianafaye	854	2225	51	344	Q	Live your life as though your every act were to become a universal law. - Immanuel Kant
1355241626	caroline112222	258	182	141	392	Caroline	
2994955560	catandersonn	2	1	14	39	Cat Anderson	I eat too many cookies
332134124	live2be_awesome	18	18	194	1403	live2be_epic	Live to be, epic.
517829298	pumagirl06	290	2375	57	94	Becca Collier	✌️
2996354357	McClemensArt	0	0	1	38	Paul McClemens	
2911723079	TheFly1ngDoge	63	28	19	83	Ethan	
1678226034	Thoonsta_Nini	5734	382	371	617	foreign✨❤️	Slaying The Basics One Step At A Time.
2933484022	NeusiMiau	120	48	8	48	NeusiMiau	
2996352353	toyarav199	0	0	0	39	latoyaravenel	
198474245	ElijahSykes	29110	1286	673	1958	Elijah OYS	Luan Ting ♥ http://t.co/XxDptfFPO4
2996351315	The_Magical_Pig	1	0	4	36	Thomas Higginson	
2996220545	shsl_calm	111	0	31	203	C~A~L~M	im calm. you obviously need me | calm is gonna show you all how to be calm | i dont even know how to calm
1097253925	NicoleC_123_	1916	1366	543	846	nicole monroe 	
2995028678	maliucov91	1	0	10	121	Marina Maliucov	
49531955	hannahrfuller	5681	5719	247	283	Hannah Fuller	The things that we love tell us what we are. KSU | BDU
2376531509	madieproulx	60	56	30	101	Madie Proulx	livin' everyday like it's friday. :)
1539849096	mrosz1222	2	21	3	18	M Roszkowski	
2765740895	Foley_Eric98	11	43	5	16	Eric Foley	CCTC Cisco Networking 1-2
2210609388	Sienaacurtis	732	6248	118	43	siena 	
2191313821	Bcan105	245	242	180	312	Bianca Canestraro	
2957659334	alison_prickett	3	0	40	73	Alison Prickett	
2996312619	thepenquinn	0	0	0	3	Penelope Quinn	
2955402528	RoutleyNola	7	5	22	80	nola routley	
80362296	Court_MSU	129	48	9	94	Courtney Fricker	
2995439494	alikay2113	13	295	25	121	Alison Harmer	Supernatural for life!!!!
205495441	mkcandice	17322	6565	186	225	Alex ♡	#blacklivesmatter #translivesmatter
2994502151	tanalicari	1	1	0	33	Montana L	
1884648932	irenextre	1074	547	333	405	irene	cashmoney calum // c-dizzle
1334956681	MasayChilds	148	877	317	162	masay	bhs basketball
2996381344	_OFF_THEHOOK	0	0	7	54	Off The Hook	Off The Hook Clothing Co.
1173521370	mmdeane20	2635	1923	155	163	Miranda.	
2749801947	ddanielleeeee13	1962	1309	405	447	Danielle♛	11.15.14 Rest Easy Uncle Jeffery❤️ snapchat: daniellespencer
2994980748	robticsyay	2	1	5	66	sei_robticsteam	
68234263	xInjustinx	19	90	52	114	Justin Pecora	Fuck you. I hate the entire human population.
632476706	Maddy_Mattos	456	179	170	126	Maddy♡	i lovee kody❤️
1292177988	Omar_messi1018	2174	1085	178	163	Omar⚡️⚽️	If you share the day with me you will know that I hate to lose.-©®7 ⚽️️️️
343813678	Nikkitweets28	5016	2148	200	750	n i k k i	If you enjoy sarcasm and the occassional puppy photo, take a gander.
600607997	brennafischer_	4768	10699	192	110	brenna	
2846274002	jaclyn_vanhoy	5	5	3	55	Jaclyn VanHoy	
1576851127	xoxolillybelli	53	101	29	39	Lillyyy ✰	im only famous on instagram oops
376366000	NatalieHulme	9282	5374	966	834	Natalie Hulme	MCFC
2994991681	crcaroo	1	0	2	28	Carolina Cervantes	
2786373795	Hannah_Bransonn	170	203	26	50	Hannah	A solid 2 among a group of 10's
2994019932	Lilymirabella	10	1	18	118	Lily M	
2993879130	pteradactal	0	0	32	57	Tara Boyd	
170513866	ImAngelaPowers	20538	131	396751	63152	Angela Powers	I'm a Cuban Model that ❤'s HipHop. The CEO of Angela's Insurance. Follow me on http://t.co/WeRu8O3zpu |☁️ #JetLife
2995015262	H5LPME	0	0	3	171	Kristin Goff	
1500388273	_ladynaee	13330	8903	668	729	chocolatethunder	we're all human
62255506	KirstyB17	71	246	57	138	Kirsty Brown	
463073517	seabs_mob	22699	8271	441	202	Nicholas.	Salute to new beginnings.
2995018610	Kineticergyart	18	18	2	87	Hi	
48951623	Helmersdale	0	0	3	23	Nancy Hill	
2846437660	ShortiNelson	0	1	17	45	KendraRenee	short | bubbly | junior  |  Royal Pride  |
2996337449	goalxdigga	0	0	5	38	jessica reyes	
2994933606	freshtanejat	0	0	4	42	somayh white	
2978026200	Spencer62300	32	28	24	73	Spencer Moore	this be my picture till I get a better one.  SJB Water Polo and swim ||Shakespeare Company Long Beach *insert theatre acting emoji here* (I can't find one)
1726126957	ryleigh_shover	81	414	199	176	ryleigh shover	mechanicsburg '18
2218902356	jessica_yunez	536	1845	248	267	Jessica Yunez	
595252443	d0rasays	5431	1838	337	291	amanda	minnesota native | sin city livin'
2996369806	Tu75Tu	0	0	2	46	tu nguyen	
1521795398	DrCheese_	3235	1941	226	72	Tanielu Mamea	
2226537352	ajeffrey12	270	1849	191	174	Andrew Jeffrey	Fox Chapel || Soccer || Wrestling || Track
2685290040	drakehatesyou_	1592	2440	116	423	drake	i just happen to be obsessed with bands and pokemon.
542350672	flyyisforever	11823	4212	289	227	hunty bunty	shorty kinda crazy / scorpio
2996289519	vergie_johnson	1	0	1	68	vergie Johnson	
306876477	sydmeows	52132	13383	597	295	~	I have my reason.
2892876544	HuntingOlive	13	4	15	103	Autumn Olive Hunting	
2360325367	nicolebrittsoto	167	206	54	43	Nicole Soto	
491569048	zbrumbaugh	1892	1076	157	168	Zachary Brumbaugh	
2996328689	ArcadiaJack	1	0	6	34	Jack	
312822972	katlin07	13992	1755	641	291	Katlin Hopkins 	
2994910238	Rifaaaa__123	5	10	15	102	Rifaaaa	Live.Love.Enjoy 3
2957680358	islandgirl2222	34	236	8	42	Eliana Fochesato	mom dad 1 bro 2 cats 1 dog crazy about 1D and Taylor Swift play french horn and brunswick dragon cheerleader
411174795	rachdaley1	2283	852	218	346	Rachel Daley	William & Mary Class of 2015; Pasta eater and avid puppy cuddler
2996329019	DAndalora_Bella	0	0	4	39	D'Andalora Couture	
554741769	alibeardmore	463	673	215	286	Ali Beardmore	The only way you can know is to give it all you have.
931809613	0zgeAytac	50	6	65	90	Özge Aytaç	
1452228110	SabrinaAbballe	89	11	52	227	Sabrina Abballe	Marketing Assistant at a children's book publisher. Book reviewer for http://t.co/KpD2GtlunT. All opinions are my own.
2996324471	WaymonPangle	0	0	1	40	Waymon Pangle	
2995033489	bmwedding1	0	0	5	73	Blanca Mondragon	
2995034881	Brookypooh2	0	0	6	43	Brooklynn Satriano	
2995005932	AussieLimo	4	0	5	66	Australian Limo	Sydney's Premier Limousine Service
23536522	Staceugh	6675	3200	54	105	silent bob	
2996322779	OmahaLyftConfes	0	1	0	98	Omaha Lyft	
2990137923	SilviaAnna8	2	1	2	41	Silvia	Have you ever considered any real freedoms? Freedoms from the opinion of others... even the opinions of yourself?
42270600	melvale22	167	1895	72	150	Melissa V	
2996324639	ISUsportsHUB	0	0	6	39	ISUsportsHUB	All the sports coverage you need for Indiana State Athletics. GO SYCAMORES
2996286315	magdon2009	0	0	2	56	Maggie Schleiss	
45685976	runwithchris	829	24	145	911	Chris Watson	Family Man, Photographer, Retired Detective, 87 Marathons, 3 Ironmans, 350+ Misc Races, Pro Skier. I love to coach anyone that wants to better themselves.
2996362192	MohammedFifa1	0	0	5	60	VGRFCE	
2996289129	misslainey2u	1	0	8	60	elaine saunders	
89611165	danklilnugget	10218	15714	14389	430	stephanie ☠	sapiosexual pretty internet girl who's insane & passionate about everything
2817779528	lacymsinks	637	1143	208	533	lace	makin people laugh since '99
2272108719	BrookeShat99	7	188	151	124	Brooke Shatney	jsr -- varsity
2996285721	mohamed_mareka	2	2	9	61	mohamed 	
2996273499	BishopAuthor	0	0	2	14	Darryl Bishop	
502205348	mc_jaeger5	820	6489	206	185	Molly Jaeger	
431255642	Em_burch12	4918	1525	444	483	Emily Burchett	MOSO student athletic trainer. I can do all things through Christ who gives me strength -Philippians 4:13 #MOSO
428548560	sorie_kay	1098	665	27	257	Yukimechu ☆	19 years old || ピコ || JE || Perfume || Bunnies || Stars || ニコニコ動画 || And also a lot of random stuff ♥ (^^♪
1359176083	med813	772	743	57	55	Ahmed Salim	
2996352934	lpsunicornlover	1	0	1	40	Mikaela K	
2996350864	Scotsman1104	0	0	2	33	Robert Peck	
2996284143	amish1beth	0	0	1	39	Beth Duwenhoegger	
2996332150	12okay24	2	3	6	110	. иαтαѕнα .	13|LKMS|im a loser|kik me natasha.brah.
2992903035	victorino_cande	101	4	100	169	CΔnde Victorino	:)
347746597	magesticpraveen	9	0	15	1103	praveenkumar.b	to the world you might be the person,but to one person you might be the world
34274475	KellyThorley	675	248	133	353	Kelly Thorley	Head of Staffing @espritgroup. Try hard health and fitness geek. Wannabe chef. Proud member of #TeamReach. Views all my own and stuff
2301161238	takadent226	0	13	8	44	jalenlove	
289043518	deirdre_ross	1622	3314	357	317	deirdre ross	we're gonna skate to one song and one song only
2995005392	RbLaKe1379	1	0	6	56	Rebeka Black	
2996320018	veronicaa96	0	0	12	69	Verónica A. Rivera	
281568875	tayybay4	19770	2041	344	396	Tay Dolla $ign	Southern Connecticut State. #SCSU #Vballer #athlete Live life be brave.
592386283	K_Pavvvv	10471	5230	467	417	Kelsey Pavlick	Party, party, party
2995026787	LpapenfussP	0	0	1	38	larry	
383087375	Cheryll__	1152	248	31	165	Cheryl	I live for the days when everything around me seems to sparkle and I feel like I could fly if the need occurred.
758635063	BenitoNelson	14819	1422	283	194	Benito	Walk a mile in someone's shoes. Then you're a mile away, and you have their shoes.
2994986636	jamesseoxpert	1	0	3	43	James Moore	
606067399	jamievespi	5813	1140	226	276	Jamie	BZ
2994999950	UrbanUrbanite	0	0	5	39	urbanite	
2995001342	seattle_unscene	0	0	0	40	Janyl Stewart	
434252979	SaraBear219	3203	715	502	625	Sara Bear Shank	What matters most is how well you walk through the fire. #noregrets #riptaytay #stayrad
2474876455	puj24	14	126	52	87	Pujan	
2181528221	Mad2017	377	128	72	97	Madison	Ferry '17
2615620027	jennasheetz07	28	28	57	113	Jenna Sheetz	
1435567922	marlie_chilton_	1375	819	369	476	Marlie Rowe	James 4:8 | OC KY
2960766477	MissGrecoABC123	20	7	44	81	Kaitlyn Greco	To survive as a teacher you need 3 bones: a wishbone, a backbone, and a funny bone.
1673760276	FRANKIEFUCKING	1037	79	114	89	16-0 raiders 2015	Y'all needa eat booty sometime in y'all's life
2996313221	AbdulKaloko	0	0	12	61	Abdul kaloko	
